Compound_ID,Name,Other_name(Kegg_name),Formula,Molecular Weight,RT [min],Kegg_ID,KEGG_pathway,HMDB_ID,Lipidmaps_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),m/z
Com_1597_neg,2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-fluoro-1H-benzimidazole,--,C18 H24 F N3,301.20076,5.14,--,--,--,--,--,--,--,--,--,--,300.19342
Com_1598_neg,12-Epileukotriene B4,--,C20 H32 O4,372.2046,7.314,--,--,--,--,--,--,--,--,--,--,371.19791
Com_1736_neg,"(2S)-4-Oxo-2-phenyl-3,4-dihydro-2H-chromen-7-yl beta-D-glucopyranoside",--,C21 H22 O8,402.12667,6.755,--,--,--,--,--,--,--,--,--,--,401.11914
Com_1777_neg,4-Hydroxybenzaldehyde,4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde,C7 H6 O2,140.04776,5.417,C00633,map01100  Metabolic pathways,HMDB0011718,--,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,--,--,--,325.09375
Com_1802_neg,(+/-)18-HEPE,--,C20 H30 O3,318.21991,7.94,--,--,--,--,--,--,--,--,--,--,317.21277
Com_1835_neg,Benzyl 6-O-beta-D-glucopyranosyl-beta-D-glucopyranoside,--,C19 H28 O11,478.1698,5.319,--,--,--,--,--,--,--,--,--,--,459.15176
Com_1846_neg,(+/-)7(8)-DiHDPA,--,C22 H34 O4,362.24617,7.776,--,--,--,--,--,--,--,--,--,--,361.23883
Com_1886_neg,Cholic acid,"Cholic acid; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid",C24 H40 O5,408.28848,6.682,C00695,map01100  Metabolic pathways,HMDB0000619,LMST04010001,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Sterols [ST],Bile acids and derivatives [ST04],"C24 bile acids, alcohols, and derivatives [ST0401]",407.2811
Com_1930_neg,Cnidioside A,--,C17 H20 O9,368.11138,5.406,--,--,--,--,--,--,--,--,--,--,367.10403
Com_2003_neg,Ascorbic acid,Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C,C6 H8 O6,176.03235,1.596,C00072,map00053  Ascorbate and aldarate metabolism;map00480  Glutathione metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0000044,--,Organoheterocyclic compounds,Dihydrofurans,Furanones,--,--,--,175.02513
Com_2067_neg,Dodecanedioic acid,Dodecanedioic acid,C12 H22 O4,230.15204,6.426,C02678,--,HMDB0000933,LMFA01170009,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],229.14461
Com_2143_neg,"2-(2-carboxy-2-methylpropyl)-4,6-dimethylbenzoic acid",--,C14 H18 O4,250.12092,6.174,--,--,--,--,--,--,--,--,--,--,249.11375
Com_2217_neg,Estriol 17-sulfate,--,C18 H24 O6 S,368.1324,4.988,--,--,--,--,--,--,--,--,--,--,367.12509
Com_2273_neg,D-Glucuronic acid,D-Glucuronic acid,C6 H10 O7,194.04298,1.463,C16245,--,HMDB0006355,--,Organoheterocyclic compounds,Furofurans,Isosorbides,--,--,--,193.03568
Com_2289_neg,Prostaglandin H1,--,C20 H34 O5,336.23048,7.451,--,--,HMDB0013041,LMFA03010044,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],335.22321
Com_2321_neg,15(S)-HpETE,--,C20 H32 O4,336.23063,6.899,--,--,HMDB0004244,--,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,--,--,--,335.22333
Com_2376_neg,Xylitol,Xylitol,C5 H12 O5,152.06858,1.464,C00379,map00040  Pentose and glucuronate interconversions;map01100  Metabolic pathways;map02010  ABC transporters,HMDB0002917,--,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,--,--,--,151.06168
Com_2562_neg,N-benzyl-N-isopropyl-N'-[4-(trifluoromethoxy)phenyl]urea,--,C18 H19 F3 N2 O2,352.13746,5.416,--,--,--,--,--,--,--,--,--,--,351.13019
Com_2603_neg,Undecanedioic acid,--,C11 H20 O4,216.13643,6.237,--,--,HMDB0000888,LMFA01170007,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],215.12909
Com_2713_neg,Gibberellin A4,Gibberellin A4,C19 H24 O5,332.16306,5.913,C11864,map00904  Diterpenoid biosynthesis;map01110  Biosynthesis of secondary metabolites;map04075  Plant hormone signal transduction,--,LMPR0104170021,--,--,--,Prenol Lipids [PR],Isoprenoids [PR01],C20 isoprenoids (diterpenes) [PR0104],331.15573
Com_2736_neg,Roquefortine C,--,C22 H23 N5 O2,389.18061,4.948,--,--,HMDB0030381,--,Organoheterocyclic compounds,Indoles and derivatives,Pyrroloindoles,--,--,--,388.17337
Com_2750_neg,Stearic acid,Octadecanoic acid; Stearate; Stearic acid,C18 H36 O2,284.27191,11.185,C01530,map00061  Fatty acid biosynthesis;map01040  Biosynthesis of unsaturated fatty acids,HMDB0000827,LMFA01010018,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Straight chain fatty acids [FA0101],283.26462
Com_2810_neg,Picolinic acid,Picolinic acid; 2-Pyridinecarboxylic acid,C6 H5 N O2,123.03234,2.014,C10164,map00380  Tryptophan metabolism;map01100  Metabolic pathways,HMDB0002243,--,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,--,--,--,122.02505
Com_2812_neg,7-Hydroxy-4-chromone,--,C9 H6 O3,162.03203,5.638,--,--,--,--,--,--,--,--,--,--,161.02475
Com_2877_neg,"N1-(3-amino-4-chlorophenyl)-2-[2,4-di(tert-pentyl)phenoxy]acetamide",--,C24 H33 Cl N2 O2,416.22827,5.318,--,--,--,--,--,--,--,--,--,--,415.22098
Com_2917_neg,"8,12-iso-iPF2¦Á-VI","(12¦Á)-5,9¦Á,11¦Á-trihydroxy-prosta-6E,14Z-dien-1-oic acid",C20 H34 O5,354.24096,6.994,--,--,--,--,--,--,--,--,--,--,353.23364
Com_2971_neg,7-Methylxanthine,7-Methylxanthine,C6 H6 N4 O2,166.04807,1.442,C16353,map00232  Caffeine metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0001991,--,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,--,--,--,165.04083
Com_3037_neg,D-Proline,D-Proline,C5 H9 N O2,115.06307,5.658,C00763,map00330  Arginine and proline metabolism;map01100  Metabolic pathways,HMDB0003411,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,150.03247
Com_3166_neg,LPE 15:0,--,C20 H42 N O7 P,439.27086,8.745,--,--,--,LMGP02050035,--,--,--,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],438.26361
Com_3171_neg,"3,4,5-trihydroxycyclohex-1-ene-1-carboxylic acid",--,C7 H10 O5,174.05322,4.837,--,--,HMDB0130150,--,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,--,--,--,173.04597
Com_3178_neg,N-Acetylalanine,--,C5 H9 N O3,131.05867,4.609,--,--,HMDB0000766,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,130.05139
Com_3186_neg,Hippuric acid,Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid,C9 H9 N O3,179.05867,5.623,C01586,map00360  Phenylalanine metabolism,HMDB0000714,--,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,--,--,--,178.05139
Com_3248_neg,2-Hydroxy-2-methylbutanoic acid,--,C5 H10 O3,118.06347,5.152,--,--,HMDB0001987,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,--,--,--,117.05616
Com_3343_neg,Geniposidic acid,Geniposidic acid,C16 H22 O10,374.12192,5.073,C11673,map00902  Monoterpenoid biosynthesis;map01110  Biosynthesis of secondary metabolites,HMDB0034942,LMPR0102070043,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102],373.11469
Com_3404_neg,2-(4-chlorophenoxy)-N-(2-oxo-3-azepanyl)nicotinamide,--,C18 H18 Cl N3 O3,359.10405,9.229,--,--,--,--,--,--,--,--,--,--,358.09677
Com_3510_neg,Aflatoxin G1,Aflatoxin G1,C17 H12 O7,328.0591,5.976,C16755,--,HMDB0030479,--,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,--,--,--,327.05185
Com_3558_neg,Benzyl cinnamate,--,C16 H14 O2,238.09976,5.942,--,--,HMDB0040286,--,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,--,--,--,237.09253
Com_3621_neg,trans-Cinnamic acid,trans-Cinnamate; trans-Cinnamic acid; (E)-Cinnamate; (2E)-3-Phenylprop-2-enoate,C9 H8 O2,148.05285,5.608,C00423,map00130  Ubiquinone and other terpenoid-quinone biosynthesis;map00360  Phenylalanine metabolism;map00940  Phenylpropanoid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0000930,--,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acids,--,--,--,147.04568
Com_3721_neg,Estrone sulfate,--,C18 H22 O5 S,350.12196,4.975,--,--,HMDB0001425,LMST02010043,Lipids and lipid-like molecules,Steroids and steroid derivatives,Sulfated steroids,Sterols [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201],349.11472
Com_3786_neg,GW501516,--,C21 H18 F3 N O3 S2,453.06663,7.883,--,--,--,--,--,--,--,--,--,--,452.05936
Com_3806_neg,2'-O-Methyluridine,--,C10 H14 N2 O6,258.08563,4.828,--,--,HMDB0240328,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,,--,--,--,257.07828
Com_3831_neg,2-Hydroxy-1-(4-methoxyphenyl)propyl hexopyranoside,--,C16 H24 O8,390.15369,5.409,--,--,--,--,--,--,--,--,--,--,389.14651
Com_3972_neg,"20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid",--,C20 H32 O3,320.23559,7.903,--,--,HMDB0005998,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,--,--,--,319.22821
Com_3978_neg,Hexadecanedioic acid,--,C16 H30 O4,286.21488,6.569,--,--,HMDB0000712,LMFA01170022,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],285.20767
Com_3981_neg,11|?-Prostaglandin E2,--,C20 H32 O5,370.23592,7.097,--,--,--,--,--,--,--,--,--,--,369.22919
Com_3982_neg,8-iso-15-keto Prostaglandin F2¦Á,--,C20 H32 O5,388.19657,4.918,--,--,--,--,--,--,--,--,--,--,387.18918
Com_4042_neg,"4,6-dimethyl-2-(methylamino)-5-nitronicotinonitrile",--,C9 H10 N4 O2,206.07945,4.971,--,--,--,--,--,--,--,--,--,--,205.07225
Com_4132_neg,10-Hydroxydecanoic acid,10-Hydroxydecanoic acid; 10-Hydroxydecanoate,C10 H20 O3,188.14148,6.454,C02774,--,--,--,--,--,--,--,--,--,187.1344
Com_4191_neg,L-Ascorbate,Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C,C6 H8 O6,176.03232,1.924,C00072,map00053  Ascorbate and aldarate metabolism;map00480  Glutathione metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0000044,--,Organoheterocyclic compounds,Dihydrofurans,Furanones,--,--,--,175.02504
Com_4287_neg,Tetracycline,Tetracycline,C22 H24 N2 O8,444.14467,5.413,C06570,--,HMDB0014897,--,Phenylpropanoids and polyketides,Tetracyclines,,--,--,--,443.13739
Com_4320_neg,cis-2-Decenoic acid,--,C10 H18 O2,170.13113,6.465,--,--,HMDB0010726,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,--,--,--,169.12386
Com_4364_neg,17(S)-HpDHA,--,C22 H32 O4,360.23047,7.4,--,--,--,--,--,--,--,--,--,--,359.22314
Com_4431_neg,Gibberellin A7,Gibberellin A7,C19 H22 O5,330.15097,5.659,C11867,map00904  Diterpenoid biosynthesis;map01110  Biosynthesis of secondary metabolites,--,LMPR0104170024,--,--,--,Prenol Lipids [PR],Isoprenoids [PR01],C20 isoprenoids (diterpenes) [PR0104],329.14359
Com_4562_neg,"15(R),19(R)-Hydroxy prostaglandin F1¦Á",--,C20 H36 O6,354.24128,7.222,--,--,--,--,--,--,--,--,--,--,353.23413
Com_4633_neg,(+/-)11-HETE,--,C20 H32 O3,320.23576,8.065,--,--,--,--,--,--,--,--,--,--,319.22849
Com_4756_neg,Prostaglandin H2,"Prostaglandin H2; (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate; (5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate; PGH2; (5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate",C20 H32 O5,334.21467,7.987,C00427,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,HMDB0001381,LMFA03010010,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],333.20596
Com_4808_neg,Pentadecanoic Acid,Pentadecanoic acid; Pentadecylic acid; n-Pentadecanoic acid,C15 H30 O2,288.23034,8.093,C16537,--,HMDB0000826,LMFA01010015,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Straight chain fatty acids [FA0101],287.22305
Com_4849_neg,Tetranor-PGDM,--,C16 H24 O7,310.14256,5.73,--,--,--,LMFA03010221,--,--,--,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],309.13528
Com_5469_neg,5-S-cysteinyldopaquinone,--,C12 H14 N2 O6 S,314.05707,5.354,--,--,--,--,--,--,--,--,--,--,313.04993
Com_5473_neg,1-methyl-N-(4-piperidinophenyl)-1H-imidazole-4-sulfonamide,--,C15 H20 N4 O2 S,320.12947,6.894,--,--,--,--,--,--,--,--,--,--,319.12219
Com_5550_neg,Thromboxane B3,--,C20 H32 O6,184.11037,6.218,--,--,HMDB0005099,LMFA03030016,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Thromboxanes [FA0303],183.1031
Com_5689_neg,11(E)-Eicosenoic Acid,--,C20 H38 O2,620.57542,11.346,--,--,--,--,--,--,--,--,--,--,309.28052
Com_5773_neg,"15(R),19(R)-Hydroxy prostaglandin F2¦Á",--,C20 H34 O6,370.23641,6.135,--,--,--,--,--,--,--,--,--,--,369.22888
Com_5807_neg,ethyl 3-[(4-chlorophenethyl)amino]-2-cyanoacrylate,--,C14 H15 Cl N2 O2,278.08226,6.226,--,--,--,--,--,--,--,--,--,--,277.07498
Com_5956_neg,Chelidamic acid hydrate,--,C7 H5 N O5,183.01725,5.774,--,--,--,--,--,--,--,--,--,--,182.00998
Com_6035_neg,5-(tert-butyl)-2-methyl-N-(5-methyl-3-isoxazolyl)-3-furamide,--,C14 H18 N2 O3,262.13205,5.397,--,--,--,--,--,--,--,--,--,--,261.12494
Com_6050_neg,N-[2-(6-amino-9H-purin-9-yl)ethyl]-N-(2-furylmethyl)amine,--,C12 H14 N6 O,258.12173,5.517,--,--,--,--,--,--,--,--,--,--,257.11426
Com_6138_neg,12-Hydroxydodecanoic acid,12-Hydroxydodecanoic acid; omega-Hydroxydodecanoic acid,C12 H24 O3,216.17279,6.57,C08317,--,HMDB0002059,--,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,--,--,--,215.16551
Com_6178_neg,"6-nitro-1,3-dihydroisobenzofuran-1-one",--,C8 H5 N O4,179.02239,5.345,--,--,--,--,--,--,--,--,--,--,178.01511
Com_6366_neg,L-Pipecolate,L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid; (S)-Piperidine-2-carboxylic acid,C6 H11 N O2,129.07924,5.35,C00408,"map00310  Lysine degradation;map00960  Tropane, piperidine and pyridine alkaloid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites",HMDB0000716,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,128.07205
Com_6557_neg,"13,14-dihydro-15-keto-tetranor Prostaglandin D2",--,C16 H26 O5,280.16767,6.782,--,--,--,--,--,--,--,--,--,--,279.16046
Com_6669_neg,Guanosine 5'-diphosphate (GDP),--,C10 H15 N5 O11 P2,443.02653,2.844,--,--,--,--,--,--,--,--,--,--,442.01926
Com_6708_neg,Methyl beta-D-galactopyranoside,Methyl beta-D-galactoside; Methyl beta-D-galactopyranoside,C7 H14 O6,194.07921,1.518,C03619,map02010  ABC transporters,--,--,--,--,--,--,--,--,193.07193
Com_6752_neg,Hydroxyglutaric acid,--,C5 H8 O5,148.03735,1.468,--,--,--,--,--,--,--,--,--,--,147.03018
Com_6842_neg,Inosine 5'-Monophosphate,IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP,C10 H13 N4 O8 P,348.04869,5.724,C00130,map00230  Purine metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0000175,--,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,--,--,--,347.04141
Com_6897_neg,17-beta-Estradiol glucuronide,--,C24 H32 O8,448.21101,5.961,--,--,--,--,--,--,--,--,--,--,447.20364
Com_7264_neg,4-chloro-N-[4-(morpholinosulfonyl)phenyl]benzamide,--,C17 H17 Cl N2 O4 S,380.05609,6.135,--,--,--,--,--,--,--,--,--,--,379.04886
Com_7305_neg,"2,5-di[4-(trifluoromethyl)benzylidene]cyclopentan-1-one",--,C21 H14 F6 O,396.09274,7.747,--,--,--,--,--,--,--,--,--,--,395.08554
Com_7388_neg,5-Aminopentanoate,5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid,C5 H11 N O2,117.07932,5.288,C00431,map00310  Lysine degradation;map00330  Arginine and proline metabolism,HMDB0003355,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,116.07206
Com_7440_neg,Genipin,Genipin,C11 H14 O5,208.07384,5.455,C09780,--,HMDB0035830,--,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,--,--,--,207.06667
Com_7560_neg,L-(-)-Glyceric acid,--,C3 H6 O4,106.02689,1.443,--,--,--,--,--,--,--,--,--,--,105.01962
Com_7717_neg,Resorcinol,"Resorcinol; Resorcin; 1,3-Benzenediol; 1,3-Dihydroxybenzene; m-Hydroquinone",C6 H6 O2,110.03722,5.306,C01751,--,--,--,--,--,--,--,--,--,109.02991
Com_7851_neg,"trans-2-Butene-1,4-dicarboxylic Acid",--,C6 H8 O4,144.04247,1.423,--,--,HMDB0000393,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,--,--,--,143.03516
Com_8035_neg,8-iso Prostaglandin A2,--,C20 H30 O4,316.2042,7.571,--,--,--,--,--,--,--,--,--,--,315.1969
Com_8056_neg,thiamine phosphate,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP,C12 H18 Cl N4 O4 P S,380.04898,1.485,C01081,map00730  Thiamine metabolism;map01100  Metabolic pathways,HMDB0002666,--,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,--,--,--,379.04169
Com_8132_neg,LPA 22:6,--,C25 H39 O7 P,482.24687,7.201,--,--,--,LMGP10050019,--,--,--,Glycerophospholipids [GP],Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],481.23959
Com_8348_neg,Desoxycortone,"11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3,20-dione; Desoxycortone; DOC",C21 H30 O3,376.22539,6.2,C03205,map01100  Metabolic pathways,HMDB0000016,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,--,--,--,375.21811
Com_8477_neg,LPC 18:1,--,C26 H52 N O7 P,567.35461,9.515,--,--,HMDB0002815,LMGP01050138,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Monoacylglycerophosphocholines [GP0105],566.34747
Com_8689_neg,4-Methylphenol,4-Cresol; p-Cresol; 4-Hydroxytoluene; 4-Methylphenol,C7 H8 O,108.05779,5.546,C01468,map01100  Metabolic pathways,HMDB0001858,--,Benzenoids,Phenols,Cresols,--,--,--,107.05051
Com_8696_neg,Acetylcysteine,Acetylcysteine; N-Acetyl-L-cysteine,C5 H9 N O3 S,163.03079,4.8,C06809,--,HMDB0001890,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,162.02351
Com_8711_neg,"1,3,7-Trimethyluric acid","1,3,7-Trimethyluric acid; 1,3,7-Trimethylurate",C8 H10 N4 O3,210.07411,1.48,C16361,map00232  Caffeine metabolism,HMDB0002123,--,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,--,--,--,209.0668
Com_8857_neg,Mycophenolic acid,--,C17 H20 O6,320.12107,6.595,--,--,HMDB0015159,--,Organoheterocyclic compounds,Isocoumarans,Isobenzofuranones,--,--,--,319.11389
Com_8954_neg,4-Hydroxyisoleucine,--,C6 H13 N O3,147.08996,5.088,--,--,--,--,--,--,--,--,--,--,146.08273
Com_8982_neg,2-Hydroxymyristic acid,--,C14 H28 O3,244.20396,7.098,--,--,HMDB0002261,LMFA01050484,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],243.19675
Com_9016_neg,(+/-)14(15)-DiHET,--,C20 H34 O4,338.24605,7.372,--,--,--,--,--,--,--,--,--,--,337.2388
Com_9491_neg,Neopterin,"Neopterin; [S-(R*,S*)]-2-amino-6-(1,2,3-trihydroxypropyl)-1H-pteridin-4-one; [S-(R*,S*)]-2-amino-6-(1,2,3-trihydroxypropyl)-1H-pteridine-4-one; [S-(R*,S*)]-2-Amino-6-(1,2,3-trihydroxypropyl)-1H-pteridin-4-on; 6-(D-erythro-1,2,3-Trihydroxypropyl)pterin; 6-D-erythro-Neopterin; D-erythro-Neopterin; D-Neopterin",C9 H11 N5 O4,253.08074,7.703,C05926,map00790  Folate biosynthesis,HMDB0000877,--,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,--,--,--,252.07359
Com_9552_neg,Puromycin,Puromycin,C22 H29 N7 O5,471.22972,6.491,C01610,--,--,--,--,--,--,--,--,--,470.22244
Com_9605_neg,Deoxycholic acid,"Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid",C24 H40 O4,392.29334,8.05,C04483,--,HMDB0000626,LMST04010040,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Sterols [ST],Bile acids and derivatives [ST04],"C24 bile acids, alcohols, and derivatives [ST0401]",391.28601
Com_9619_neg,Lipoic acid,Lipoate; Lipoic acid; Thioctic acid; dl-alpha-Lipoic acid; DL-Thioctic acid,C8 H14 O2 S2,206.04281,2.069,C00725,--,HMDB0014312,LMFA01130001,Organoheterocyclic compounds,Dithiolanes,Lipoic acids and derivatives,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Thia fatty acids [FA0113],205.03554
Com_9722_neg,N'-(4-chlorophenyl)-4-ethylbenzohydrazide,--,C15 H15 Cl N2 O,274.0876,6.501,--,--,--,--,--,--,--,--,--,--,273.08035
Com_9881_neg,LPC 19:1,--,C27 H54 N O7 P,581.3705,10.058,--,--,--,LMGP01050130,--,--,--,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Monoacylglycerophosphocholines [GP0105],580.36322
Com_10128_neg,JWH 250 N-pentanoic acid metabolite,--,C22 H23 N O4,730.32625,6.024,--,--,--,--,--,--,--,--,--,--,729.31897
Com_10203_neg,Isoferulic acid,Isoferulic acid,C10 H10 O4,194.05817,6.189,C10470,--,HMDB0000955,--,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,--,--,--,193.05095
Com_10270_neg,Mevalonic acid,"(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid",C6 H12 O4,148.07404,4.891,C00418,map00900  Terpenoid backbone biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0000227,LMFA01050352,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],147.06667
Com_10313_neg,Trehalose,"alpha,alpha-Trehalose; alpha,alpha'-Trehalose; Trehalose",C12 H22 O11,342.11635,1.369,C01083,map00500  Starch and sucrose metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map02010  ABC transporters,HMDB0000975,--,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,--,--,--,341.10922
Com_10366_neg,19(R)-hydroxy Prostaglandin A2,--,C20 H30 O5,332.19911,6.713,--,--,--,--,--,--,--,--,--,--,331.19171
Com_10720_neg,"[1,1'-biphenyl]-2,2'-dicarboxylic acid",--,C14 H10 O4,242.05793,5.686,--,--,--,--,--,--,--,--,--,--,241.05067
Com_10747_neg,Imidazoleacetic acid,Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate,C5 H6 N2 O2,126.04332,5.045,C02835,map00340  Histidine metabolism,HMDB0002024,--,Organoheterocyclic compounds,Azoles,Imidazoles,--,--,--,125.03597
Com_10850_neg,"3-(4-chlorophenyl)-4-oxo-3,4-dihydrophthalazine-1-carboxylic acid",--,C15 H9 Cl N2 O3,300.0302,5.932,--,--,--,--,--,--,--,--,--,--,299.02286
Com_10874_neg,"2-(5-mercapto-4-methyl-4H-1,2,4-triazol-3-yl)acetonitrile",--,C5 H6 N4 S,154.03036,5.273,--,--,--,--,--,--,--,--,--,--,153.02309
Com_10944_neg,4-Oxoretinol,4-Oxoretinol,C20 H28 O2,300.20927,7.95,C16683,--,HMDB0012329,--,Lipids and lipid-like molecules,Prenol lipids,Retinoids,--,--,--,299.202
